rarity	form-count	obtain	involve	max-base-level	max-plus-level	egg-1	egg-2	true-form	ultra-form	talents	version	orb-count	xp-curve	involve-description	ultra-involve-description	level-curve	obtain-stage	trueform-stage
2	3	期間限定合作活動關卡「追逐夢想男偶像」中可獲得	尚未開放	50	0						-1		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|39|0|追逐夢想男偶像 - 西門町詩涼子攝影棚	
1	2	ナゾウサギ合作活動可獲得	尚未開放	50	0						50800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「超古代勇者 超級靈魂勇者」中可獲得	尚未開放	60	70					0|50|10|2|20|200|200|0|0|0|0|59|7|-1|0|53|0|0|0|0|0|0|0|0|0|65|9|-1|0|45|0|0|0|0|0|0|0|0|0|54|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	50900	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊速度上升！同時可將|敵人的攻擊力下降無效化！		2		
1	3	通過傳奇故事「豪來塢帝國」最終關卡可獲得	尚未開放	50	0						50900		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|使封印我方角色特殊效果的古代詛咒無效化！|取得有時候讓古代種動作停止的能力！		0	0|36|5|豪來塢帝國 - 大膽換囚影城	
2	3	「亡者肥普降臨」中可獲得	活動關卡「絕・亡者肥普降臨」取得後Lv20可進化	50	0						50900		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	10|15|0|亡者肥普降臨 - 死者的遊行 極難	
2	3	可在稀有轉蛋中獲得	尚未開放	50	80					0|38|0|0|0|0|0|0|0|0|0|38|3|-1|0|18|10|16|70|0|0|0|0|0|0|18|2|-1|0|50|10|1|10|200|200|0|0|0|0|59|1|-1|0|32|10|2|20|0|0|0|0|0|0|27|2|-1|0|31|10|2|20|0|0|0|0|0|0|28|2|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	50900	1	5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後體力大幅上升！|同時射程也會增加！		3		
4	2	Crash Fever合作轉蛋可獲得	尚未開放	60	70						51000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
3	2	Crash Fever合作轉蛋可獲得	尚未開放	50	70						51000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
1	2	Crash Fever合作登入獎章可獲得	尚未開放	50	0						51000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			0		
2	3	「神秘復活節」中可獲得	活動關卡「開眼彩蛋貓來襲！」取得後Lv20可進化	50	0						51000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	1|129|5|神秘復活節 - 神秘朗格朗格	
4	3	期間限定稀有轉蛋活動「復活節嘉年華」中可獲得	尚未開放	60	70						51000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|取得超生命體特效能力！|還能將敵人的攻擊力下降效果無效化！		2		
4	3	期間限定稀有轉蛋活動「復活節嘉年華」中可獲得	尚未開放	60	70						51000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後變為只能攻擊|紅色敵人與惡魔，但是能|使毒擊與烈波傷害無效化！		2		
3	3	期間限定稀有轉蛋活動「復活節嘉年華」中可獲得	尚未開放	50	70						51000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|取得有時候給予鋼鐵敵人|各種的妨害效果的能力！		2		
4	2	稀有轉蛋活動「特級貓咪祭」中可獲得	尚未開放	60	70						51000		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	尚未開放	60	70					0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|65|10|5|50|1|1|600|600|2800|2800|89|12|-1|1|25|10|50|500|0|0|0|0|0|0|31|14|-1|1|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60000	2	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後全體能力皆會增加！|同時能使飄浮敵人與天使敵人|動作變慢時間增長！		2		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	尚未開放	60	70					0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|51|10|20|20|24|60|0|0|0|0|60|12|-1|1|27|10|1|10|0|0|0|0|0|0|29|14|-1|1|45|0|0|0|0|0|0|0|0|0|54|10|-1|1	60000	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|同時能使降低紅色敵人攻擊力|的時間增長！		2		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	尚未開放	60	70					0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60000	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|增加擊退次數與攻擊速度獲得提升！		2		
4	3	公主踢騎士Sweets合作轉蛋可獲得	尚未開放	60	70					0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|44|0|0|0|0|0|0|0|0|0|53|9|-1|0|48|0|0|0|0|0|0|0|0|0|57|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60000	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、|移動速度與攻擊力上升！		2		
4	3	稀有轉蛋活動「戰國武神巴薩拉斯」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|57|0|0|0|0|0|0|0|0|0|77|9|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60100	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與射程皆會獲得提升！|還會使黑色敵人攻擊力下降的時間增長！		2		
1	1	鐵壁砲	尚未開放	1	0						-1		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			0		
2	3	期間限定合作活動關卡「失去世界」中可獲得	期間限定合作活動關卡「開眼紅髮小雪貓來襲！」取得後Lv20可進化	50	0						60100		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	2|168|2|失去世界 - 所有的世界都將結束	
4	3	消滅都市合作轉蛋可獲得	尚未開放	60	70					0|57|0|0|0|0|0|0|0|0|0|77|9|-1|0|54|10|5|50|0|0|0|0|0|0|66|8|-1|0|49|0|0|0|0|0|0|0|0|0|58|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60100	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、攻擊力上升！|還能夠將敵人的打飛效果無效化|同時取得破壞護盾能力！		2		
1	2	週年紀念轉蛋可獲得	尚未開放	50	35						60100		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			0		
2	2	「濕濕黏黏大進擊！」中可獲得	尚未開放	50	0						70100		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	1|164|4|濕濕黏黏大進擊！ - 純種鼻涕蟲紀念	
3	3	梅露可物語合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	50	70					0|8|10|2|20|0|0|0|0|0|0|45|5|-1|0|46|0|0|0|0|0|0|0|0|0|55|6|-1|0|65|10|10|100|1|1|600|600|1200|1200|89|4|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60200	1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|整體能力強化！		2		
4	3	梅露可物語合作轉蛋可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|40|0|0|0|0|0|0|0|0|0|40|9|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|25|10|60|600|0|0|0|0|0|0|31|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60200	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力與攻擊力上升！|攻擊速度減慢但必定能讓|飄浮敵人的動作停止！		2		
4	2	梅露可物語合作轉蛋可獲得	尚未開放	60	70						60200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
1	3	蛋黃哥合作登入獎章可獲得	期間限定合作活動關卡「開眼蛋黃貓來襲！」取得後Lv20可進化	50	0						60200		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			0		
2	2	蛋黃哥合作轉蛋可獲得	尚未開放	50	80						60200		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
3	2	蛋黃哥合作轉蛋可獲得	尚未開放	50	70						60200		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000			2		
4	2	蛋黃哥合作轉蛋可獲得	尚未開放	60	70						60200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	稀有轉蛋活動「電腦學園銀河美少女團」中可獲得	尚未開放	60	70					0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|3|10|30|30|24|60|0|0|0|0|3|7|-1|0|22|10|5|50|0|0|0|0|0|0|22|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60200	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後生産速度加快！|同時攻擊力與移動速度也會獲得提升，|可將敵人的攻擊力下降無效化！		2		
1	3	通過「風雲貓咪塔 30樓」後於貓咪任務領取	通過「異界貓咪塔 30樓」後Lv20可進化	50	0						60200		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			0		
2	3	期間限定合作活動關卡「貓奴大王」中獲得	期間限定合作活動關卡「？？？」取得後Lv20可進化	50	0								1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|51|0|貓奴大王 - 被企鵝囚禁的大王	
4	2	期間限定稀有轉蛋活動「夏日美少女 - 絢爛陽光」中可獲得	尚未開放	60	70						60300		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	3	稀有轉蛋活動「革命軍隊鋼鐵戰團」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|11|10|10|100|0|0|0|0|0|0|11|7|-1|0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|26|10|60|600|0|0|0|0|0|0|32|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60300	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊力上升！|同時取得全方位攻擊能力！		2		
1	2	「にゃんこ大戦争～日本侵略秘録～」登入獎章可獲得	尚未開放	50	0						60300		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|8|10|2|20|0|0|0|0|0|0|45|8|-1|0|48|0|0|0|0|0|0|0|0|0|57|9|-1|0|44|0|0|0|0|0|0|0|0|0|53|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60400	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後攻擊速度獲得提升！		2		
4	3	稀有轉蛋活動「絕命美少女怪物萌娘隊」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|13|10|1|10|0|0|0|0|0|0|48|8|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|19|10|16|70|0|0|0|0|0|0|19|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60400	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力上升！|同時提升會心一擊率！		2		
4	3	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|10|10|67|67|5|50|0|0|0|0|10|7|-1|0|18|10|16|70|0|0|0|0|0|0|18|8|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60500	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊力上升！		2		
4	3	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|3|10|0|0|12|30|0|0|0|0|44|8|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60500	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊力上升！		2		
4	4	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|1|10|50|50|39|120|50|50|0|0|1|7|-1|0|51|10|30|30|24|60|0|0|0|0|60|7|-1|0|30|10|16|70|0|0|0|0|0|0|26|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60500	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊力上升！	第4進化後體力和射程皆獲得提升！|且攻擊範圍擴大，|同時取得打飛異星戰士的能力！	2		
4	3	Fate/stay night [HF]合作轉蛋中獲得	使用足夠的XP及貓薄荷可進化	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力、攻擊力、射程皆會獲得提升！		2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
4	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
1	3	Fate/stay night [HF]合作轉蛋中獲得	期間限定合作活動關卡「超激鬥！Saber Alter來襲！ 」取得後Lv20可進化	50	0						60600		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	50	80						60600		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後體力上升！|同時取得偶爾會打飛|鋼鐵敵人的能力！		3		
2	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	50	80						60600		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	Fate/stay night [HF]合作轉蛋中獲得	尚未開放	50	80						60600		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	期間限定合作活動關卡「聖杯戰爭的緣起」中可獲得	尚未開放	50	0						60600		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|52|4|聖杯戰爭的緣起 - 終點的開始	
1	2	Fate/stay night [HF]合作登入獎章可獲得	尚未開放	50	0						60600		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
1	2	可在期間限定活動轉蛋中獲得	尚未開放	50	35						60600		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	可在稀有轉蛋中獲得	尚未開放	50	80						60600		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800	第3進化後整體能力強化！|還能將敵人的攻擊力下降與|動作變慢效果無效化！		3		
3	3	可在稀有轉蛋中獲得	使用足夠的XP及貓薄荷可進化	50	70					32|8|10|5|50|0|0|0|0|0|0|75|4|305|0|49|0|0|0|0|0|0|0|0|0|58|6|-1|0|30|10|16|70|0|0|0|0|0|0|26|5|-1|0|32|10|2|20|0|0|0|0|0|0|27|5|-1|0|31|10|2|20|0|0|0|0|0|0|28|5|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60600	1	6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力、|攻擊力、攻擊速度皆會獲得提升！|同時加快發出攻擊的速度！		2		
4	2	稀有轉蛋活動「特級貓咪祭」中可獲得	尚未開放	60	70						60600		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
2	3	活動關卡「絕望新次元」中可獲得	活動關卡「絶・絶望新次元」取得後Lv20可進化	50	0						60600		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	10|49|0|絕望新次元 - 曲速黑洞大進擊 極難	
4	2	稀有轉蛋活動「超級貓咪祭」中可獲得	尚未開放	60	70						60700		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			2		
1	2	可在期間限定活動中獲得	尚未開放	50	20						60700		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	活動關卡「吉娃娃伯爵降臨」中可獲得	活動關卡「絕・吉娃娃伯爵降臨」取得後Lv20可進化	50	0						60700		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3	10|16|0|吉娃娃伯爵降臨 - N-1盃 極難	
1	3	通過「風雲貓咪塔 40樓」後於貓咪任務領取	通過「異界貓咪塔 40樓」後Lv20可進化	50	0						60700		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500			0		
1	2	實況野球登入獎章可獲得	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	3	期間限定合作活動關卡「實況野球高校 2年級的夏天」中可獲得	期間限定合作活動關卡「來自沒問題博士的戰帖」取得後Lv20可進化	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|58|2|實況野球高校 2年級的夏天 - 最終回合 高級	
2	2	期間限定合作活動關卡「約會戰 虹谷彩理」中可獲得	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|62|1|約會戰 虹谷彩理 - 天使1號 困難	
2	2	期間限定合作活動關卡「約會戰 紺野美崎」中可獲得	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|61|1|約會戰 紺野美崎 - 開朗笑容 困難	
2	2	期間限定合作活動關卡「約會戰 片桐戀」中可獲得	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|63|1|約會戰 片桐戀 - 沉重的愛 困難	
2	2	期間限定合作活動關卡「約會戰 貓塚花凜」中可獲得	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|60|1|約會戰 貓塚花凜 - 一心同體 困難	
3	3	實況野球合作轉蛋可獲得	尚未開放	50	70						60800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|攻擊速度減慢但射程上升！|同時可以遠距範圍攻擊！		2		
3	3	實況野球合作轉蛋可獲得	尚未開放	50	70						60800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|射程與攻擊速度皆會獲得提升！		2		
3	3	實況野球合作轉蛋可獲得	尚未開放	50	70						60800		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後|體力與射程皆會獲得提升！|更取得了範圍攻擊！		2		
4	3	實況野球合作轉蛋可獲得	尚未開放	60	70						60800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後體力、|攻擊力、攻擊速度皆會獲得提升！|同時還能將敵人的動作變慢效果無效化！		2		
4	3	實況野球合作轉蛋可獲得	尚未開放	60	70						60800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|攻擊速度減慢但體力、|攻擊力與射程皆會上升！		2		
4	3	實況野球合作轉蛋可獲得	尚未開放	60	70						60800		7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊力皆會獲得提升！|並且能不受波動傷害！		2		
4	3	稀有轉蛋活動「超破壞大帝 龍皇因佩拉斯」中可獲得	尚未開放	60	70					0|1|10|50|50|39|120|50|50|0|0|1|7|-1|0|44|0|0|0|0|0|0|0|0|0|53|9|-1|0|20|10|16|70|0|0|0|0|0|0|20|8|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60800	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與增加擊退次數獲得提升！		2		
4	3	稀有轉蛋活動「鋼鐵破壞者」中可獲得	使用足夠的XP及貓薄荷可進化	60	70					0|48|0|0|0|0|0|0|0|0|0|57|9|-1|0|55|0|0|0|0|0|0|0|0|0|67|9|-1|0|11|10|28|100|0|0|0|0|0|0|11|7|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60800	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|對上鋼鐵敵人很耐打的能力|將提升為超耐打！		2		
1	2	請見 https://youtu.be/ZsdqsxrQX_w 說明欄	尚未開放	50	0						60800		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	2	期間限定合作活動關卡「來自懶得鳥你的戰帖」中可獲得	尚未開放	50	0						60900		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|64|1|來自懶得鳥你的戰帖 - 並不是企鵝	
1	2	懶得鳥你活動獎章可獲得	尚未開放	50	0						60900		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
4	3	稀有轉蛋活動「古靈精怪元素小精靈」中可獲得	尚未開放	60	70					0|29|0|0|0|0|0|0|0|0|0|25|9|-1|0|46|0|0|0|0|0|0|0|0|0|55|9|-1|0|45|0|0|0|0|0|0|0|0|0|54|9|-1|0|32|10|2|20|0|0|0|0|0|0|27|8|-1|0|31|10|2|20|0|0|0|0|0|0|28|8|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0|0|0|0|0|0|0|0|0|0|0|0|0|-1|0	60900	1	7800|9800|14800|21800|42500|64300|93200|118000|197400|513500	第3進化後|體力與攻擊力上升！|同時延長使異星戰士動作停止的時間！		2		
2	3	期間限定合作活動關卡「出擊!EVANGELION」中可獲得	期間限定合作活動關卡「第13號機，來襲」取得後Lv20可進化	50	0						61000		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|65|2|出擊！EVANGELION - 不能逃避	
1	2	福音戰士合作登入獎章可獲得	尚未開放	50	0						61000		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	2	期間限定合作活動關卡「第9使徒，來襲」中可獲得	尚未開放	50	0						61000		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			3	2|205|1|第9使徒，來襲 - 明日香還在裏面啊！ 困難	
1	3	福音戰士合作登入獎章可獲得	期間限定合作活動關卡「第10使徒，來襲」取得後Lv20可進化	50	0						61000		1500|2000|3200|4800|6800|9200|12000|15200|18800|22800			0		
2	2	福音戰士合作轉蛋可獲得	尚未開放	50	80						61000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	福音戰士合作轉蛋可獲得	尚未開放	50	80						61000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
2	2	福音戰士合作轉蛋可獲得	尚未開放	50	80						61000		5000|8000|12200|17800|24800|33200|43000|54200|66800|80800			3		
3	3	福音戰士合作轉蛋可獲得	尚未開放	50	70						61000		6250|8200|12400|17800|24800|42400|64500|93000|148000|298000	第3進化後體力上升！|並且善於攻擊天使敵人，|有時候可使其攻擊無效化！		2		
